,BTC/USDT,ETH/USDT,XRP/USDT,LTC/USDT,LINK/USDT,DOGE/USDT,TRX/USDT,BCH/USDT,XMR/USDT,EOS/USDT
399,"(0, 1, 0)","(2, 0, 4)","(1, 0, 0)","(1, 0, 1)","(0, 1, 0)","(2, 1, 2)","(1, 0, 1)","(1, 0, 3)","(1, 0, 4)","(1, 0, 0)"
400,"(0, 1, 0)","(2, 0, 4)","(4, 1, 3)","(1, 0, 0)","(1, 1, 0)","(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(3, 0, 2)"
401,"(0, 1, 0)","(2, 0, 4)","(3, 1, 2)","(0, 1, 0)","(1, 0, 1)","(1, 1, 0)","(2, 0, 1)","(1, 0, 0)","(4, 0, 0)","(1, 0, 0)"
402,"(2, 1, 2)","(1, 0, 1)","(2, 1, 2)","(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(2, 0, 0)"
403,"(2, 1, 2)","(1, 0, 1)","(0, 1, 0)","(2, 1, 2)","(1, 0, 1)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)"
404,"(0, 1, 0)","(2, 0, 4)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 1)","(1, 0, 1)","(2, 0, 2)","(0, 1, 1)","(1, 0, 0)"
405,"(0, 1, 0)","(1, 0, 0)","(2, 0, 4)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 1)","(1, 1, 1)","(2, 0, 2)","(1, 0, 0)"
406,"(1, 1, 0)","(1, 0, 0)","(3, 2, 1)","(2, 1, 2)","(1, 0, 0)","(2, 0, 2)","(1, 0, 3)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
407,"(1, 1, 0)","(1, 0, 3)","(1, 0, 1)","(1, 0, 0)","(2, 1, 0)","(0, 1, 1)","(1, 0, 0)","(2, 0, 0)","(2, 0, 0)","(1, 0, 0)"
408,"(1, 0, 1)","(0, 1, 1)","(1, 0, 3)","(1, 0, 0)","(1, 0, 0)","(0, 1, 1)","(2, 0, 1)","(2, 0, 0)","(0, 1, 1)","(1, 1, 1)"
409,"(0, 1, 0)","(2, 0, 1)","(2, 1, 0)","(1, 0, 0)","(3, 1, 4)","(2, 1, 1)","(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(2, 0, 0)"
410,"(1, 0, 0)","(1, 0, 3)","(4, 1, 2)","(1, 0, 0)","(1, 1, 1)","(3, 1, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 1)"
411,"(0, 1, 1)","(1, 0, 0)","(1, 0, 0)","(2, 1, 3)","(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(2, 1, 2)"
412,"(1, 0, 0)","(0, 1, 0)","(1, 0, 3)","(0, 1, 0)","(2, 1, 2)","(0, 1, 2)","(2, 1, 2)","(1, 0, 1)","(1, 0, 0)","(2, 0, 2)"
413,"(2, 1, 2)","(1, 1, 1)","(1, 0, 1)","(2, 0, 2)","(0, 1, 2)","(1, 0, 2)","(0, 1, 1)","(0, 0, 4)","(1, 1, 1)","(1, 0, 0)"
414,"(0, 2, 4)","(1, 0, 3)","(1, 0, 1)","(2, 0, 2)","(0, 1, 1)","(0, 1, 1)","(0, 0, 1)","(1, 0, 0)","(3, 0, 0)","(0, 1, 1)"
415,"(0, 1, 3)","(0, 1, 1)","(4, 0, 0)","(3, 0, 0)","(0, 0, 1)","(0, 1, 0)","(0, 1, 1)","(1, 1, 1)","(1, 0, 1)","(1, 0, 0)"
416,"(2, 0, 0)","(2, 1, 6)","(1, 0, 1)","(1, 0, 0)","(0, 1, 0)","(0, 0, 1)","(1, 1, 0)","(1, 0, 0)","(2, 0, 0)","(2, 0, 2)"
417,"(0, 1, 1)","(2, 0, 3)","(1, 0, 0)","(3, 0, 2)","(1, 1, 3)","(1, 1, 1)","(1, 0, 0)","(0, 0, 1)","(0, 1, 0)","(1, 1, 0)"
418,"(2, 0, 3)","(1, 0, 3)","(1, 1, 0)","(2, 1, 2)","(1, 0, 0)","(1, 1, 2)","(1, 1, 1)","(0, 1, 1)","(1, 1, 0)","(3, 0, 0)"
419,"(2, 1, 1)","(4, 0, 0)","(3, 0, 2)","(1, 0, 0)","(2, 1, 2)","(0, 1, 1)","(1, 1, 2)","(1, 1, 1)","(1, 1, 0)","(4, 1, 1)"
420,"(2, 0, 3)","(0, 1, 1)","(1, 0, 0)","(1, 0, 0)","(0, 0, 1)","(2, 0, 0)","(0, 1, 1)","(1, 0, 0)","(0, 0, 3)","(2, 1, 1)"
421,"(1, 0, 0)","(0, 0, 1)","(1, 0, 1)","(4, 1, 1)","(1, 0, 0)","(0, 1, 0)","(1, 1, 1)","(2, 1, 2)","(1, 0, 2)","(2, 1, 2)"
422,"(3, 0, 3)","(1, 0, 1)","(3, 0, 1)","(1, 0, 0)","(3, 1, 2)","(1, 1, 1)","(1, 0, 2)","(1, 1, 0)","(1, 1, 1)","(2, 1, 2)"
423,"(3, 0, 1)","(1, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(0, 0, 2)","(1, 1, 2)","(0, 1, 0)","(0, 1, 1)","(1, 1, 1)"
424,"(2, 0, 3)","(0, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(2, 0, 1)","(0, 1, 1)"
425,"(2, 0, 2)","(1, 1, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)","(0, 1, 2)","(1, 1, 0)"
426,"(2, 0, 1)","(1, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(3, 0, 1)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(1, 1, 1)"
427,"(2, 0, 1)","(1, 0, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 0)","(2, 1, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 2)"
428,"(2, 0, 1)","(1, 0, 0)","(0, 1, 1)","(1, 0, 3)","(1, 0, 0)","(1, 0, 0)","(0, 1, 1)","(1, 0, 0)","(2, 0, 2)","(3, 1, 2)"
429,"(2, 0, 1)","(1, 1, 0)","(1, 0, 0)","(1, 0, 3)","(1, 0, 0)","(2, 0, 0)","(2, 0, 2)","(1, 0, 0)","(2, 1, 1)","(0, 1, 0)"
430,"(3, 0, 0)","(1, 1, 0)","(1, 0, 3)","(1, 0, 0)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)","(3, 0, 1)","(1, 1, 1)","(1, 1, 0)"
431,"(3, 0, 0)","(0, 1, 1)","(1, 0, 1)","(1, 0, 1)","(1, 0, 0)","(3, 0, 3)","(1, 0, 2)","(1, 0, 0)","(1, 0, 2)","(2, 0, 0)"
432,"(3, 0, 0)","(0, 1, 1)","(1, 0, 1)","(2, 0, 0)","(4, 0, 0)","(1, 0, 0)","(2, 1, 1)","(2, 0, 2)","(2, 0, 0)","(1, 0, 0)"
433,"(1, 0, 2)","(0, 1, 1)","(1, 0, 3)","(1, 0, 1)","(3, 0, 2)","(1, 0, 2)","(1, 0, 3)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)"
434,"(1, 0, 2)","(1, 0, 0)","(1, 0, 3)","(1, 0, 1)","(0, 1, 1)","(2, 0, 0)","(1, 1, 1)","(1, 1, 0)","(1, 1, 1)","(1, 1, 1)"
435,"(1, 0, 2)","(1, 0, 0)","(1, 1, 0)","(3, 0, 1)","(1, 0, 3)","(1, 0, 0)","(2, 0, 0)","(1, 0, 3)","(2, 0, 2)","(2, 0, 0)"
436,"(1, 0, 2)","(1, 0, 0)","(1, 0, 3)","(1, 0, 0)","(1, 0, 3)","(1, 1, 0)","(2, 0, 0)","(1, 0, 1)","(1, 0, 0)","(2, 0, 2)"
437,"(1, 0, 3)","(3, 0, 0)","(1, 0, 0)","(1, 1, 0)","(3, 0, 2)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 1)","(1, 0, 2)"
438,"(0, 0, 6)","(1, 1, 0)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 2)","(0, 0, 3)","(1, 0, 0)","(1, 0, 1)","(2, 0, 0)"
439,"(0, 0, 6)","(1, 0, 0)","(1, 0, 3)","(1, 0, 0)","(2, 0, 2)","(0, 1, 1)","(3, 1, 2)","(1, 0, 0)","(1, 0, 0)","(0, 1, 3)"
440,"(0, 0, 6)","(3, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(0, 1, 1)","(2, 0, 2)","(3, 0, 2)","(1, 0, 2)"
441,"(0, 0, 6)","(3, 0, 0)","(1, 1, 0)","(0, 1, 0)","(3, 1, 0)","(1, 0, 0)","(1, 0, 0)","(4, 0, 2)","(1, 0, 0)","(1, 0, 1)"
442,"(0, 1, 0)","(1, 1, 0)","(0, 0, 1)","(4, 0, 0)","(2, 0, 1)","(2, 0, 2)","(1, 0, 0)","(0, 0, 2)","(3, 0, 1)","(1, 0, 0)"
443,"(1, 1, 0)","(1, 0, 3)","(2, 0, 3)","(1, 0, 0)","(4, 1, 0)","(1, 0, 1)","(2, 0, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)"
444,"(1, 1, 0)","(1, 0, 1)","(1, 0, 3)","(2, 0, 3)","(0, 0, 1)","(1, 1, 0)","(1, 1, 1)","(2, 0, 0)","(0, 1, 1)","(1, 0, 0)"
445,"(0, 1, 1)","(1, 0, 1)","(1, 0, 3)","(2, 0, 3)","(1, 0, 0)","(4, 1, 3)","(0, 1, 1)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)"
446,"(0, 1, 1)","(1, 0, 1)","(1, 0, 3)","(2, 0, 3)","(1, 0, 2)","(0, 0, 1)","(0, 1, 1)","(1, 1, 0)","(1, 0, 1)","(1, 0, 0)"
447,"(0, 1, 0)","(3, 0, 1)","(2, 0, 2)","(1, 0, 0)","(2, 0, 0)","(1, 0, 1)","(1, 0, 1)","(1, 0, 1)","(1, 1, 1)","(1, 0, 0)"
448,"(0, 1, 1)","(0, 1, 1)","(3, 0, 1)","(1, 0, 0)","(2, 0, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(0, 0, 3)","(1, 0, 0)"
449,"(0, 1, 1)","(3, 0, 2)","(2, 0, 3)","(1, 0, 0)","(1, 0, 2)","(1, 0, 1)","(0, 0, 2)","(0, 1, 2)","(1, 0, 0)","(1, 1, 1)"
450,"(0, 1, 0)","(3, 0, 2)","(2, 0, 1)","(2, 0, 2)","(1, 0, 1)","(3, 0, 2)","(1, 0, 0)","(1, 0, 0)","(3, 0, 2)","(0, 0, 3)"
451,"(3, 1, 2)","(3, 0, 2)","(2, 0, 3)","(1, 0, 2)","(1, 0, 0)","(2, 1, 1)","(1, 0, 1)","(0, 1, 1)","(3, 0, 4)","(1, 1, 1)"
452,"(0, 0, 6)","(1, 1, 0)","(2, 0, 2)","(2, 0, 1)","(1, 0, 0)","(1, 0, 0)","(2, 0, 0)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)"
453,"(0, 0, 6)","(0, 1, 0)","(1, 0, 2)","(3, 0, 2)","(1, 0, 0)","(3, 0, 2)","(1, 0, 0)","(0, 1, 1)","(1, 0, 0)","(1, 1, 1)"
454,"(0, 0, 6)","(1, 1, 0)","(1, 0, 1)","(1, 0, 2)","(1, 0, 0)","(1, 0, 0)","(2, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
455,"(3, 0, 2)","(1, 1, 0)","(2, 0, 3)","(5, 0, 2)","(1, 0, 0)","(1, 0, 1)","(1, 0, 1)","(1, 0, 2)","(2, 0, 0)","(1, 0, 0)"
456,"(3, 0, 2)","(2, 1, 2)","(0, 0, 6)","(3, 0, 2)","(1, 0, 0)","(1, 0, 1)","(0, 1, 2)","(0, 1, 3)","(1, 0, 0)","(3, 0, 3)"
457,"(1, 0, 0)","(1, 1, 0)","(0, 0, 1)","(1, 0, 0)","(0, 1, 0)","(3, 1, 1)","(1, 0, 0)","(1, 0, 1)","(1, 0, 0)","(1, 0, 1)"
458,"(3, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 2)","(1, 0, 0)","(3, 0, 0)","(1, 0, 0)","(1, 0, 2)","(1, 0, 1)","(1, 0, 0)"
459,"(0, 0, 6)","(0, 1, 0)","(1, 0, 0)","(1, 0, 2)","(1, 0, 0)","(3, 0, 0)","(1, 0, 0)","(1, 0, 2)","(1, 0, 1)","(1, 0, 0)"
460,"(2, 0, 3)","(5, 1, 0)","(1, 0, 1)","(1, 0, 0)","(2, 0, 2)","(1, 0, 0)","(1, 0, 0)","(3, 0, 1)","(2, 0, 0)","(2, 0, 0)"
461,"(2, 0, 3)","(5, 1, 0)","(1, 0, 0)","(2, 0, 2)","(1, 0, 0)","(1, 0, 3)","(1, 0, 1)","(2, 0, 0)","(1, 0, 2)","(1, 0, 0)"
462,"(0, 0, 6)","(5, 1, 0)","(2, 0, 3)","(1, 0, 0)","(1, 0, 1)","(2, 0, 2)","(1, 0, 0)","(1, 0, 2)","(1, 0, 0)","(2, 0, 1)"
463,"(0, 0, 6)","(5, 1, 0)","(0, 0, 4)","(1, 0, 0)","(1, 0, 1)","(2, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)"
464,"(0, 0, 6)","(5, 1, 1)","(2, 0, 2)","(1, 0, 0)","(1, 0, 2)","(2, 0, 0)","(3, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
465,"(0, 0, 6)","(0, 1, 2)","(2, 0, 4)","(1, 0, 0)","(2, 0, 0)","(4, 0, 3)","(2, 0, 0)","(2, 0, 2)","(1, 0, 0)","(1, 0, 0)"
466,"(0, 0, 6)","(0, 1, 2)","(2, 0, 2)","(1, 1, 2)","(1, 0, 0)","(3, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)"
467,"(0, 0, 6)","(0, 1, 2)","(2, 0, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 3)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)"
468,"(0, 0, 6)","(1, 0, 0)","(2, 1, 2)","(2, 0, 1)","(1, 0, 0)","(0, 0, 3)","(1, 0, 0)","(2, 1, 1)","(1, 1, 1)","(1, 0, 0)"
469,"(0, 0, 6)","(1, 0, 0)","(2, 0, 2)","(0, 1, 1)","(2, 0, 0)","(1, 0, 0)","(0, 1, 2)","(1, 0, 1)","(2, 0, 0)","(1, 0, 0)"
470,"(1, 0, 0)","(0, 0, 1)","(1, 0, 1)","(2, 1, 2)","(1, 0, 2)","(0, 1, 0)","(1, 0, 2)","(2, 0, 0)","(1, 0, 0)","(1, 0, 3)"
471,"(1, 0, 0)","(0, 0, 1)","(3, 1, 2)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 2)","(2, 0, 3)","(1, 0, 1)","(1, 1, 1)"
472,"(1, 0, 0)","(0, 1, 0)","(0, 0, 1)","(1, 0, 0)","(2, 1, 2)","(4, 0, 1)","(1, 0, 2)","(1, 0, 1)","(0, 1, 1)","(1, 0, 0)"
473,"(1, 0, 0)","(1, 0, 0)","(0, 1, 0)","(0, 0, 1)","(3, 1, 1)","(2, 0, 0)","(3, 0, 1)","(1, 0, 0)","(1, 1, 1)","(1, 0, 0)"
474,"(1, 0, 0)","(2, 1, 2)","(0, 0, 1)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(0, 0, 3)","(2, 0, 2)","(3, 0, 2)","(0, 1, 3)"
475,"(1, 0, 0)","(3, 1, 3)","(0, 0, 1)","(3, 0, 2)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 1)"
476,"(1, 0, 0)","(2, 1, 2)","(0, 0, 1)","(3, 1, 2)","(1, 0, 1)","(1, 0, 0)","(2, 1, 1)","(4, 0, 2)","(1, 1, 1)","(1, 1, 1)"
477,"(1, 0, 0)","(0, 0, 1)","(0, 1, 0)","(3, 1, 2)","(1, 0, 1)","(1, 0, 0)","(0, 1, 4)","(4, 0, 2)","(1, 1, 2)","(1, 1, 1)"
478,"(1, 0, 0)","(0, 0, 1)","(0, 1, 0)","(3, 1, 2)","(2, 0, 1)","(2, 1, 1)","(1, 0, 2)","(3, 0, 3)","(1, 0, 0)","(0, 1, 1)"
479,"(1, 0, 0)","(0, 0, 2)","(0, 1, 0)","(3, 1, 2)","(0, 1, 1)","(3, 0, 0)","(3, 0, 1)","(1, 0, 2)","(0, 0, 2)","(1, 0, 1)"
480,"(1, 0, 0)","(0, 0, 2)","(1, 0, 0)","(0, 1, 0)","(2, 0, 1)","(1, 0, 2)","(4, 0, 2)","(2, 0, 0)","(1, 0, 0)","(3, 1, 3)"
481,"(1, 0, 0)","(0, 0, 2)","(1, 0, 0)","(0, 1, 0)","(0, 1, 1)","(2, 0, 0)","(1, 1, 1)","(2, 0, 0)","(0, 0, 2)","(1, 0, 1)"
482,"(1, 0, 0)","(0, 1, 0)","(2, 1, 2)","(0, 0, 1)","(0, 1, 1)","(2, 0, 1)","(1, 0, 3)","(2, 0, 0)","(1, 0, 0)","(1, 1, 1)"
483,"(1, 0, 0)","(0, 1, 0)","(2, 1, 2)","(0, 0, 1)","(0, 1, 1)","(2, 0, 1)","(1, 0, 3)","(0, 0, 2)","(2, 1, 2)","(1, 1, 1)"
484,"(1, 0, 0)","(1, 0, 0)","(0, 0, 2)","(3, 1, 2)","(0, 1, 1)","(2, 0, 0)","(2, 0, 1)","(0, 0, 2)","(1, 0, 0)","(1, 1, 0)"
485,"(1, 0, 0)","(1, 0, 0)","(0, 0, 2)","(0, 1, 1)","(3, 1, 2)","(2, 0, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(1, 1, 0)"
486,"(1, 0, 0)","(1, 0, 0)","(2, 0, 1)","(0, 0, 2)","(4, 0, 2)","(3, 1, 2)","(1, 1, 0)","(1, 0, 2)","(1, 0, 3)","(1, 0, 0)"
487,"(1, 0, 0)","(0, 1, 0)","(2, 0, 1)","(0, 0, 2)","(3, 0, 2)","(1, 0, 0)","(1, 1, 0)","(1, 0, 2)","(0, 0, 2)","(1, 0, 0)"
488,"(1, 0, 0)","(0, 1, 0)","(2, 0, 1)","(4, 0, 2)","(0, 1, 1)","(1, 0, 0)","(0, 0, 2)","(3, 0, 0)","(0, 0, 2)","(1, 0, 1)"
489,"(1, 1, 0)","(1, 0, 0)","(2, 0, 3)","(1, 0, 2)","(1, 0, 1)","(1, 0, 0)","(2, 1, 2)","(2, 0, 0)","(1, 0, 0)","(1, 1, 1)"
490,"(2, 0, 0)","(1, 0, 0)","(0, 0, 6)","(0, 1, 0)","(1, 0, 0)","(1, 0, 1)","(1, 0, 1)","(0, 1, 2)","(2, 0, 0)","(1, 0, 0)"
491,"(1, 0, 2)","(0, 0, 2)","(2, 0, 1)","(1, 0, 0)","(1, 0, 1)","(0, 1, 1)","(1, 0, 0)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)"
492,"(0, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 1)","(3, 0, 1)","(1, 0, 3)","(3, 0, 0)","(1, 1, 1)","(1, 1, 0)","(1, 0, 0)"
493,"(0, 0, 1)","(0, 1, 0)","(1, 0, 0)","(2, 0, 0)","(1, 0, 1)","(1, 0, 3)","(2, 0, 1)","(0, 1, 3)","(0, 1, 1)","(1, 1, 1)"
494,"(0, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 0, 1)","(3, 0, 1)","(0, 1, 0)","(1, 1, 1)","(1, 0, 0)","(1, 0, 0)","(0, 0, 3)"
495,"(1, 0, 0)","(1, 0, 0)","(0, 0, 2)","(0, 1, 0)","(1, 0, 0)","(2, 1, 2)","(3, 0, 1)","(0, 1, 1)","(1, 0, 0)","(1, 0, 0)"
496,"(1, 0, 0)","(1, 0, 0)","(0, 0, 2)","(1, 0, 2)","(4, 0, 2)","(1, 1, 0)","(3, 0, 1)","(2, 1, 1)","(1, 0, 0)","(0, 1, 0)"
497,"(1, 0, 1)","(2, 0, 1)","(1, 0, 0)","(4, 1, 2)","(1, 0, 1)","(2, 0, 0)","(1, 0, 1)","(1, 0, 0)","(2, 0, 0)","(2, 0, 0)"
498,"(1, 0, 1)","(1, 1, 2)","(0, 1, 0)","(1, 0, 0)","(2, 1, 2)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 0)","(2, 1, 4)"
499,"(1, 0, 0)","(0, 0, 2)","(2, 1, 2)","(1, 0, 0)","(2, 1, 1)","(2, 0, 0)","(1, 0, 0)","(1, 0, 0)","(4, 0, 1)","(1, 1, 1)"
500,"(1, 0, 0)","(0, 1, 1)","(0, 0, 2)","(1, 0, 0)","(1, 0, 0)","(2, 0, 3)","(2, 0, 0)","(1, 1, 0)","(1, 0, 3)","(1, 0, 0)"
501,"(1, 0, 1)","(1, 0, 1)","(1, 0, 0)","(3, 0, 2)","(0, 1, 1)","(1, 0, 0)","(2, 0, 2)","(1, 0, 2)","(1, 0, 0)","(2, 0, 0)"
502,"(1, 0, 1)","(2, 0, 3)","(0, 1, 1)","(0, 1, 1)","(0, 1, 0)","(0, 1, 1)","(2, 0, 2)","(2, 0, 0)","(1, 1, 1)","(1, 0, 2)"
503,"(0, 0, 2)","(2, 0, 3)","(1, 0, 0)","(0, 1, 1)","(0, 1, 0)","(0, 1, 2)","(1, 0, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 2)"
504,"(4, 0, 3)","(0, 1, 0)","(1, 1, 2)","(1, 0, 0)","(0, 1, 1)","(1, 0, 0)","(1, 0, 1)","(1, 1, 0)","(2, 0, 0)","(1, 1, 1)"
505,"(1, 0, 0)","(0, 0, 2)","(1, 0, 0)","(0, 1, 1)","(0, 1, 0)","(0, 1, 0)","(1, 1, 1)","(2, 0, 2)","(2, 0, 0)","(1, 0, 2)"
506,"(0, 0, 1)","(0, 0, 1)","(1, 0, 0)","(3, 1, 3)","(0, 1, 2)","(2, 0, 2)","(1, 1, 1)","(0, 1, 0)","(2, 0, 0)","(1, 0, 2)"
507,"(1, 0, 1)","(2, 0, 1)","(1, 1, 0)","(1, 0, 2)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(4, 0, 3)","(1, 0, 0)","(1, 0, 0)"
508,"(1, 0, 1)","(0, 0, 2)","(3, 0, 3)","(1, 0, 0)","(1, 1, 2)","(0, 1, 0)","(3, 1, 3)","(1, 0, 0)","(1, 0, 0)","(2, 0, 2)"
509,"(0, 1, 0)","(3, 0, 3)","(0, 1, 1)","(1, 0, 0)","(1, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 2)","(2, 1, 3)","(1, 0, 0)"
510,"(1, 0, 0)","(1, 0, 1)","(0, 1, 1)","(2, 0, 2)","(1, 0, 1)","(1, 0, 0)","(0, 1, 0)","(0, 1, 2)","(2, 0, 0)","(0, 1, 0)"
511,"(0, 0, 2)","(2, 0, 1)","(1, 0, 3)","(1, 0, 1)","(3, 0, 1)","(1, 0, 0)","(0, 1, 0)","(2, 2, 2)","(1, 0, 0)","(0, 1, 3)"
512,"(0, 0, 1)","(0, 0, 3)","(2, 0, 1)","(2, 1, 3)","(0, 1, 1)","(1, 1, 2)","(3, 0, 2)","(0, 1, 0)","(1, 0, 0)","(3, 0, 2)"
513,"(1, 0, 0)","(0, 0, 2)","(2, 0, 1)","(0, 1, 1)","(1, 0, 1)","(0, 1, 1)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(1, 0, 1)"
514,"(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(2, 0, 1)","(1, 1, 2)","(1, 1, 1)","(2, 1, 1)","(1, 1, 1)","(3, 0, 1)","(1, 0, 0)"
515,"(0, 1, 2)","(2, 0, 1)","(0, 0, 2)","(2, 0, 1)","(6, 1, 1)","(2, 1, 2)","(0, 1, 0)","(0, 1, 1)","(1, 0, 2)","(2, 0, 3)"
516,"(4, 1, 0)","(2, 0, 1)","(2, 1, 2)","(1, 0, 0)","(2, 1, 2)","(2, 0, 3)","(4, 1, 4)","(0, 1, 0)","(1, 0, 2)","(0, 1, 1)"
517,"(0, 0, 4)","(2, 0, 1)","(2, 1, 2)","(1, 0, 3)","(1, 0, 0)","(0, 1, 0)","(2, 0, 0)","(1, 0, 1)","(0, 1, 1)","(0, 1, 0)"
518,"(0, 0, 4)","(1, 0, 1)","(1, 0, 0)","(0, 1, 0)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 0, 0)","(1, 0, 1)","(3, 1, 1)"
519,"(0, 0, 4)","(0, 1, 0)","(1, 0, 0)","(0, 1, 0)","(0, 1, 1)","(0, 1, 0)","(0, 1, 0)","(1, 0, 0)","(1, 1, 1)","(1, 0, 1)"
520,"(1, 0, 3)","(0, 1, 0)","(1, 0, 0)","(2, 0, 1)","(1, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 1, 0)","(0, 1, 0)","(1, 0, 1)"
521,"(1, 0, 4)","(0, 1, 2)","(1, 0, 0)","(2, 0, 1)","(1, 0, 0)","(0, 1, 0)","(1, 0, 0)","(2, 1, 1)","(1, 0, 1)","(1, 0, 0)"
522,"(1, 1, 1)","(0, 1, 3)","(2, 0, 1)","(2, 1, 2)","(0, 0, 0)","(0, 1, 2)","(2, 1, 2)","(0, 1, 0)","(2, 0, 1)","(3, 0, 4)"
523,"(0, 1, 5)","(3, 0, 2)","(1, 0, 0)","(3, 1, 3)","(0, 0, 0)","(2, 0, 1)","(3, 0, 2)","(2, 0, 1)","(0, 1, 2)","(1, 1, 0)"
524,"(4, 1, 2)","(0, 1, 0)","(1, 1, 3)","(1, 0, 2)","(2, 0, 2)","(2, 1, 4)","(0, 1, 0)","(1, 0, 1)","(1, 0, 0)","(3, 0, 2)"
525,"(6, 0, 2)","(1, 1, 1)","(0, 1, 2)","(2, 0, 2)","(0, 0, 1)","(0, 1, 0)","(1, 0, 0)","(1, 1, 2)","(0, 1, 0)","(3, 0, 2)"
526,"(6, 0, 3)","(1, 1, 1)","(1, 0, 0)","(5, 1, 3)","(1, 1, 2)","(1, 0, 0)","(1, 0, 1)","(2, 1, 2)","(2, 0, 1)","(1, 0, 2)"
527,"(1, 1, 2)","(2, 1, 2)","(2, 0, 0)","(1, 0, 2)","(0, 1, 0)","(0, 1, 0)","(2, 0, 0)","(1, 1, 1)","(1, 1, 1)","(0, 1, 0)"
528,"(1, 1, 2)","(3, 0, 2)","(0, 0, 1)","(1, 0, 2)","(0, 1, 0)","(2, 0, 0)","(1, 1, 1)","(1, 0, 0)","(2, 0, 1)","(0, 1, 0)"
529,"(1, 1, 1)","(2, 1, 2)","(0, 0, 1)","(1, 0, 0)","(2, 1, 1)","(1, 1, 1)","(0, 1, 1)","(1, 1, 1)","(4, 1, 4)","(3, 0, 2)"
530,"(1, 1, 1)","(3, 1, 2)","(0, 1, 2)","(0, 0, 1)","(1, 0, 3)","(1, 1, 1)","(1, 1, 1)","(2, 0, 0)","(1, 1, 1)","(0, 1, 0)"
531,"(4, 1, 5)","(0, 1, 1)","(1, 0, 2)","(0, 1, 0)","(3, 1, 2)","(1, 0, 0)","(2, 1, 2)","(0, 1, 0)","(0, 0, 2)","(3, 0, 1)"
